"activity" "subject" "measurement" "mean"
"STANDING" 27 "time.BodyGyro.mean.Z" 0.0809994171153846
"WALKING" 1 "time.BodyGyro.mean.Z" 0.0862641666597983
"WALKING" 2 "time.BodyGyro.mean.Z" 0.0872599422291391
"WALKING" 3 "time.BodyGyro.mean.Z" 0.0866875497119062
"WALKING" 4 "time.BodyGyro.mean.Z" 0.0956607416628866
"WALKING" 5 "time.BodyGyro.mean.Z" 0.0866267116745033
"WALKING" 6 "time.BodyGyro.mean.Z" 0.104308754638941
"WALKING_DOWNSTAIRS" 10 "time.BodyGyro.mean.Z" 0.089594378107906
"WALKING_DOWNSTAIRS" 12 "time.BodyGyro.mean.Z" 0.100946227484946
"WALKING_DOWNSTAIRS" 14 "time.BodyGyro.mean.Z" 0.0483130820040984
"WALKING_DOWNSTAIRS" 15 "time.BodyGyro.mean.Z" 0.0906658516
"WALKING_DOWNSTAIRS" 16 "time.BodyGyro.mean.Z" 0.0730144651530055
"WALKING_DOWNSTAIRS" 17 "time.BodyGyro.mean.Z" 0.0937536148541667
"WALKING_UPSTAIRS" 4 "time.BodyGyro.mean.Z" 0.0958069867471545
"WALKING_UPSTAIRS" 6 "time.BodyGyro.mean.Z" 0.0787625669280899
"WALKING_UPSTAIRS" 7 "time.BodyGyro.mean.Z" 0.0977671721406169
"WALKING_UPSTAIRS" 8 "time.BodyGyro.mean.Z" 0.0640867611561922
"WALKING_UPSTAIRS" 9 "time.BodyGyro.mean.Z" 0.109092913237986
"WALKING_UPSTAIRS" 10 "time.BodyGyro.mean.Z" 0.0966117812
"WALKING_UPSTAIRS" 11 "time.BodyGyro.mean.Z" 0.087284109682356
"WALKING_UPSTAIRS" 14 "time.BodyGyro.mean.Z" 0.0988407598607595
"LAYING" 20 "time.BodyGyro.std.X" -0.652396391814103
"LAYING" 24 "time.BodyGyro.std.X" -0.776199049939633
"LAYING" 27 "time.BodyGyro.std.X" -0.745669027144295
"LAYING" 28 "time.BodyGyro.std.X" -0.740276591873298
"LAYING" 29 "time.BodyGyro.std.X" -0.73469927369157
"LAYING" 30 "time.BodyGyro.std.X" -0.671005846122715
"SITTING" 12 "time.BodyGyro.std.X" -0.677307561997761
"SITTING" 13 "time.BodyGyro.std.X" -0.715109859672783
"SITTING" 17 "time.BodyGyro.std.X" -0.7250048879375
"SITTING" 18 "time.BodyGyro.std.X" -0.950461505666667
"SITTING" 19 "time.BodyGyro.std.X" -0.637789914575556
"SITTING" 21 "time.BodyGyro.std.X" -0.79617228689951
"SITTING" 22 "time.BodyGyro.std.X" -0.743170551461616
"STANDING" 18 "time.BodyGyro.std.X" -0.791426443721557
"STANDING" 20 "time.BodyGyro.std.X" -0.70994810379798
"STANDING" 22 "time.BodyGyro.std.X" -0.619856056592683
"STANDING" 23 "time.BodyGyro.std.X" -0.755738625241935
"STANDING" 25 "time.BodyGyro.std.X" -0.683131970775061
"STANDING" 26 "time.BodyGyro.std.X" -0.766673970339286
"STANDING" 27 "time.BodyGyro.std.X" -0.987584196794872
"WALKING" 1 "time.BodyGyro.std.X" -0.686555715201729
"WALKING" 2 "time.BodyGyro.std.X" -0.710648927815894
"WALKING" 3 "time.BodyGyro.std.X" -0.699262195705865
"WALKING" 4 "time.BodyGyro.std.X" -0.750915960835052
"WALKING" 5 "time.BodyGyro.std.X" -0.709955676983444
"WALKING" 6 "time.BodyGyro.std.X" -0.767068673052966
"WALKING_DOWNSTAIRS" 10 "time.BodyGyro.std.X" -0.597873796746581
"WALKING_DOWNSTAIRS" 12 "time.BodyGyro.std.X" -0.764316840252151
"WALKING_DOWNSTAIRS" 14 "time.BodyGyro.std.X" -0.649305014086066
"WALKING_DOWNSTAIRS" 15 "time.BodyGyro.std.X" -0.696859473045732
"WALKING_DOWNSTAIRS" 16 "time.BodyGyro.std.X" -0.799534450491803
"WALKING_DOWNSTAIRS" 17 "time.BodyGyro.std.X" -0.985719333333333
"WALKING_UPSTAIRS" 4 "time.BodyGyro.std.X" -0.623295736308943
"WALKING_UPSTAIRS" 6 "time.BodyGyro.std.X" -0.35344952441573
"WALKING_UPSTAIRS" 7 "time.BodyGyro.std.X" -0.687155474097403
"WALKING_UPSTAIRS" 8 "time.BodyGyro.std.X" -0.656219242281851
"WALKING_UPSTAIRS" 9 "time.BodyGyro.std.X" -0.676452392569444
"WALKING_UPSTAIRS" 10 "time.BodyGyro.std.X" -0.970429545833333
"WALKING_UPSTAIRS" 11 "time.BodyGyro.std.X" -0.739922126628797
"WALKING_UPSTAIRS" 14 "time.BodyGyro.std.X" -0.973762051772152
"LAYING" 20 "time.BodyGyro.std.Y" -0.485894484605705
"LAYING" 24 "time.BodyGyro.std.Y" -0.763365457296588
"LAYING" 27 "time.BodyGyro.std.Y" -0.754439610369128
"LAYING" 28 "time.BodyGyro.std.Y" -0.741285540196335
"LAYING" 29 "time.BodyGyro.std.Y" -0.634569173421512
"LAYING" 30 "time.BodyGyro.std.Y" -0.538990663942298
"SITTING" 12 "time.BodyGyro.std.Y" -0.680398804104478
"SITTING" 13 "time.BodyGyro.std.Y" -0.645728612088685
"SITTING" 17 "time.BodyGyro.std.Y" -0.73173270325
"SITTING" 18 "time.BodyGyro.std.Y" -0.977660980333333
"SITTING" 19 "time.BodyGyro.std.Y" -0.643866300560306
"SITTING" 21 "time.BodyGyro.std.Y" -0.765057760637255
"SITTING" 22 "time.BodyGyro.std.Y" -0.836307422323232
"STANDING" 18 "time.BodyGyro.std.Y" -0.759370761556886
"STANDING" 20 "time.BodyGyro.std.Y" -0.642839666627273
"STANDING" 22 "time.BodyGyro.std.Y" -0.699934248861789
"STANDING" 23 "time.BodyGyro.std.Y" -0.500338191139785
"STANDING" 25 "time.BodyGyro.std.Y" -0.752261013276284
"STANDING" 26 "time.BodyGyro.std.Y" -0.800675471045918
"STANDING" 27 "time.BodyGyro.std.Y" -0.983939928846154
"WALKING" 1 "time.BodyGyro.std.Y" -0.450979810499568
"WALKING" 2 "time.BodyGyro.std.Y" -0.722943674337748
"WALKING" 3 "time.BodyGyro.std.Y" -0.76302218170088
"WALKING" 4 "time.BodyGyro.std.Y" -0.828888294742268
"WALKING" 5 "time.BodyGyro.std.Y" -0.705638306688742
"WALKING" 6 "time.BodyGyro.std.Y" -0.761438068516949
"WALKING_DOWNSTAIRS" 10 "time.BodyGyro.std.Y" -0.492482432210256
"WALKING_DOWNSTAIRS" 12 "time.BodyGyro.std.Y" -0.774444433548387
"WALKING_DOWNSTAIRS" 14 "time.BodyGyro.std.Y" -0.216650778374795
"WALKING_DOWNSTAIRS" 15 "time.BodyGyro.std.Y" -0.708779069191463
"WALKING_DOWNSTAIRS" 16 "time.BodyGyro.std.Y" -0.810124133715847
"WALKING_DOWNSTAIRS" 17 "time.BodyGyro.std.Y" -0.985762623125
"WALKING_UPSTAIRS" 4 "time.BodyGyro.std.Y" -0.749889456666667
"WALKING_UPSTAIRS" 6 "time.BodyGyro.std.Y" -0.267781342044944
"WALKING_UPSTAIRS" 7 "time.BodyGyro.std.Y" -0.652408657909091
"WALKING_UPSTAIRS" 8 "time.BodyGyro.std.Y" -0.570941237019217
"WALKING_UPSTAIRS" 9 "time.BodyGyro.std.Y" -0.670498220701389
"WALKING_UPSTAIRS" 10 "time.BodyGyro.std.Y" -0.976850974833333
"WALKING_UPSTAIRS" 11 "time.BodyGyro.std.Y" -0.703501766487342
"WALKING_UPSTAIRS" 14 "time.BodyGyro.std.Y" -0.962039041139241
"LAYING" 20 "time.BodyGyro.std.Z" -0.460843186407692
"LAYING" 24 "time.BodyGyro.std.Z" -0.708251676335958
"LAYING" 27 "time.BodyGyro.std.Z" -0.594631679097315
"LAYING" 28 "time.BodyGyro.std.Z" -0.669789662889791
"LAYING" 29 "time.BodyGyro.std.Z" -0.713864583982558
"LAYING" 30 "time.BodyGyro.std.Z" -0.589783442185379
"SITTING" 12 "time.BodyGyro.std.Z" -0.699245741395522
"SITTING" 13 "time.BodyGyro.std.Z" -0.643337285033639
"SITTING" 17 "time.BodyGyro.std.Z" -0.681002221107187
"SITTING" 18 "time.BodyGyro.std.Z" -0.962330311666667
"SITTING" 19 "time.BodyGyro.std.Z" -0.645682212189167
"SITTING" 21 "time.BodyGyro.std.Z" -0.701642028499559
"SITTING" 22 "time.BodyGyro.std.Z" -0.720618809515152
"STANDING" 18 "time.BodyGyro.std.Z" -0.72614680991018
"STANDING" 20 "time.BodyGyro.std.Z" -0.579620527478788
"STANDING" 22 "time.BodyGyro.std.Z" -0.547955275764228
"STANDING" 23 "time.BodyGyro.std.Z" -0.609683451821774
"STANDING" 25 "time.BodyGyro.std.Z" -0.74741022
"STANDING" 26 "time.BodyGyro.std.Z" -0.703347205619898
"STANDING" 27 "time.BodyGyro.std.Z" -0.977847181794872
"WALKING" 1 "time.BodyGyro.std.Z" -0.597496136795101
"WALKING" 2 "time.BodyGyro.std.Z" -0.634888927843046
"WALKING" 3 "time.BodyGyro.std.Z" -0.709483440322581
"WALKING" 4 "time.BodyGyro.std.Z" -0.745904225824742
"WALKING" 5 "time.BodyGyro.std.Z" -0.606589817380795
"WALKING" 6 "time.BodyGyro.std.Z" -0.723490206153814
"WALKING_DOWNSTAIRS" 10 "time.BodyGyro.std.Z" -0.505981516216239
"WALKING_DOWNSTAIRS" 12 "time.BodyGyro.std.Z" -0.650750149365591
"WALKING_DOWNSTAIRS" 14 "time.BodyGyro.std.Z" -0.16936650962377
"WALKING_DOWNSTAIRS" 15 "time.BodyGyro.std.Z" -0.721826987530488
"WALKING_DOWNSTAIRS" 16 "time.BodyGyro.std.Z" -0.737629967961749
"WALKING_DOWNSTAIRS" 17 "time.BodyGyro.std.Z" -0.985666489166667
"WALKING_UPSTAIRS" 4 "time.BodyGyro.std.Z" -0.695570737073171
"WALKING_UPSTAIRS" 6 "time.BodyGyro.std.Z" -0.272215022761798
"WALKING_UPSTAIRS" 7 "time.BodyGyro.std.Z" -0.663340760331169
"WALKING_UPSTAIRS" 8 "time.BodyGyro.std.Z" -0.511392038012811
"WALKING_UPSTAIRS" 9 "time.BodyGyro.std.Z" -0.587557692291458
"WALKING_UPSTAIRS" 10 "time.BodyGyro.std.Z" -0.957569497
"WALKING_UPSTAIRS" 11 "time.BodyGyro.std.Z" -0.725016008797468
"WALKING_UPSTAIRS" 14 "time.BodyGyro.std.Z" -0.967101618101266
"LAYING" 20 "time.BodyGyroJerk.mean.X" -0.0945547052108333
"LAYING" 24 "time.BodyGyroJerk.mean.X" -0.0998294248142257
"LAYING" 27 "time.BodyGyroJerk.mean.X" -0.0873862322442852
"LAYING" 28 "time.BodyGyroJerk.mean.X" -0.0881213551172775
"LAYING" 29 "time.BodyGyroJerk.mean.X" -0.100707751809855
"LAYING" 30 "time.BodyGyroJerk.mean.X" -0.0926769005274151
"SITTING" 12 "time.BodyGyroJerk.mean.X" -0.0726924262059701
"SITTING" 13 "time.BodyGyroJerk.mean.X" -0.0881182379434251
"SITTING" 17 "time.BodyGyroJerk.mean.X" -0.109084058157187
"SITTING" 18 "time.BodyGyroJerk.mean.X" -0.0981970214
"SITTING" 19 "time.BodyGyroJerk.mean.X" -0.0895939425055556
"SITTING" 21 "time.BodyGyroJerk.mean.X" -0.100558317889216
"SITTING" 22 "time.BodyGyroJerk.mean.X" -0.106045772136364
"STANDING" 18 "time.BodyGyroJerk.mean.X" -0.0940621740320958
"STANDING" 20 "time.BodyGyroJerk.mean.X" -0.0953189767722222
"STANDING" 22 "time.BodyGyroJerk.mean.X" -0.114427759866748
"STANDING" 23 "time.BodyGyroJerk.mean.X" -0.0966990737225806
"STANDING" 25 "time.BodyGyroJerk.mean.X" -0.108263884562298
"STANDING" 26 "time.BodyGyroJerk.mean.X" -0.0988125627461224
"STANDING" 27 "time.BodyGyroJerk.mean.X" -0.0966434086025641
"WALKING" 1 "time.BodyGyroJerk.mean.X" -0.0971120197265994
"WALKING" 2 "time.BodyGyroJerk.mean.X" -0.0875587491668874
"WALKING" 3 "time.BodyGyroJerk.mean.X" -0.0991554609633431
"WALKING" 4 "time.BodyGyroJerk.mean.X" -0.10509869233866
"WALKING" 5 "time.BodyGyroJerk.mean.X" -0.103522877147351
"WALKING" 6 "time.BodyGyroJerk.mean.X" -0.0919680285336017
"WALKING_DOWNSTAIRS" 10 "time.BodyGyroJerk.mean.X" -0.11062834367265
"WALKING_DOWNSTAIRS" 12 "time.BodyGyroJerk.mean.X" -0.073416747110215
"WALKING_DOWNSTAIRS" 14 "time.BodyGyroJerk.mean.X" -0.109826852532898
"WALKING_DOWNSTAIRS" 15 "time.BodyGyroJerk.mean.X" -0.0960910108539634
"WALKING_DOWNSTAIRS" 16 "time.BodyGyroJerk.mean.X" -0.107361614801257
"WALKING_DOWNSTAIRS" 17 "time.BodyGyroJerk.mean.X" -0.099654922875
"WALKING_UPSTAIRS" 4 "time.BodyGyroJerk.mean.X" -0.112213469653659
"WALKING_UPSTAIRS" 6 "time.BodyGyroJerk.mean.X" -0.0589128557764045
"WALKING_UPSTAIRS" 7 "time.BodyGyroJerk.mean.X" -0.0942037376182662
"WALKING_UPSTAIRS" 8 "time.BodyGyroJerk.mean.X" -0.104969855200356
"WALKING_UPSTAIRS" 9 "time.BodyGyroJerk.mean.X" -0.0892254930640278
"WALKING_UPSTAIRS" 10 "time.BodyGyroJerk.mean.X" -0.0984885261
"WALKING_UPSTAIRS" 11 "time.BodyGyroJerk.mean.X" -0.0805473309873418
"WALKING_UPSTAIRS" 14 "time.BodyGyroJerk.mean.X" -0.100542747126582
"LAYING" 20 "time.BodyGyroJerk.mean.Y" -0.0402012429820513
"LAYING" 24 "time.BodyGyroJerk.mean.Y" -0.0390749421383202
"LAYING" 27 "time.BodyGyroJerk.mean.Y" -0.0464751059848658
"LAYING" 28 "time.BodyGyroJerk.mean.Y" -0.0447972595862042
"LAYING" 29 "time.BodyGyroJerk.mean.Y" -0.0464322029527616
"LAYING" 30 "time.BodyGyroJerk.mean.Y" -0.0412903779669452
"SITTING" 12 "time.BodyGyroJerk.mean.Y" -0.0457374795179104
"SITTING" 13 "time.BodyGyroJerk.mean.Y" -0.0440836605146789
"SITTING" 17 "time.BodyGyroJerk.mean.Y" -0.0390296211270938
"SITTING" 18 "time.BodyGyroJerk.mean.Y" -0.0397930495333333
"SITTING" 19 "time.BodyGyroJerk.mean.Y" -0.0383208736670278
"SITTING" 21 "time.BodyGyroJerk.mean.Y" -0.0408236141863333
"SITTING" 22 "time.BodyGyroJerk.mean.Y" -0.0372238262065657
"STANDING" 18 "time.BodyGyroJerk.mean.Y" -0.0445622527458084
"STANDING" 20 "time.BodyGyroJerk.mean.Y" -0.0424081459060606
"STANDING" 22 "time.BodyGyroJerk.mean.Y" -0.0404541723047154
"STANDING" 23 "time.BodyGyroJerk.mean.Y" -0.0432722741798387
"STANDING" 25 "time.BodyGyroJerk.mean.Y" -0.0389884753435208
"STANDING" 26 "time.BodyGyroJerk.mean.Y" -0.040476400288852
"STANDING" 27 "time.BodyGyroJerk.mean.Y" -0.0395641430128205
"WALKING" 1 "time.BodyGyroJerk.mean.Y" -0.0417164808293948
"WALKING" 2 "time.BodyGyroJerk.mean.Y" -0.0433986835453642
"WALKING" 3 "time.BodyGyroJerk.mean.Y" -0.0401923943695015
"WALKING" 4 "time.BodyGyroJerk.mean.Y" -0.0410624426912371
"WALKING" 5 "time.BodyGyroJerk.mean.Y" -0.0490624519374172
"WALKING" 6 "time.BodyGyroJerk.mean.Y" -0.0437656755737288
"WALKING_DOWNSTAIRS" 10 "time.BodyGyroJerk.mean.Y" -0.043380952132265
"WALKING_DOWNSTAIRS" 12 "time.BodyGyroJerk.mean.Y" -0.0421957057096774
"WALKING_DOWNSTAIRS" 14 "time.BodyGyroJerk.mean.Y" -0.0439177837856107
"WALKING_DOWNSTAIRS" 15 "time.BodyGyroJerk.mean.Y" -0.0441270690182012
"WALKING_DOWNSTAIRS" 16 "time.BodyGyroJerk.mean.Y" -0.0416615668939617
"WALKING_DOWNSTAIRS" 17 "time.BodyGyroJerk.mean.Y" -0.0401207685420833
"WALKING_UPSTAIRS" 4 "time.BodyGyroJerk.mean.Y" -0.0384344734528455
"WALKING_UPSTAIRS" 6 "time.BodyGyroJerk.mean.Y" -0.0500700364842697
"WALKING_UPSTAIRS" 7 "time.BodyGyroJerk.mean.Y" -0.0414401406082792
"WALKING_UPSTAIRS" 8 "time.BodyGyroJerk.mean.Y" -0.0400922240331673
"WALKING_UPSTAIRS" 9 "time.BodyGyroJerk.mean.Y" -0.0397344421815972
"WALKING_UPSTAIRS" 10 "time.BodyGyroJerk.mean.Y" -0.0386820786833333
"WALKING_UPSTAIRS" 11 "time.BodyGyroJerk.mean.Y" -0.0493914065474684
"WALKING_UPSTAIRS" 14 "time.BodyGyroJerk.mean.Y" -0.0414738805316456
"LAYING" 20 "time.BodyGyroJerk.mean.Z" -0.0525724570615385
"LAYING" 24 "time.BodyGyroJerk.mean.Z" -0.0552987683401575
"LAYING" 27 "time.BodyGyroJerk.mean.Z" -0.0600793214
"LAYING" 28 "time.BodyGyroJerk.mean.Z" -0.0607680707408115
"LAYING" 29 "time.BodyGyroJerk.mean.Z" -0.052785999031686
"LAYING" 30 "time.BodyGyroJerk.mean.Z" -0.0493556177875196
"SITTING" 12 "time.BodyGyroJerk.mean.Z" -0.0515110922703731
"SITTING" 13 "time.BodyGyroJerk.mean.Z" -0.0582718748712538
"SITTING" 17 "time.BodyGyroJerk.mean.Z" -0.0504091215649062
"SITTING" 18 "time.BodyGyroJerk.mean.Z" -0.053319608
"SITTING" 19 "time.BodyGyroJerk.mean.Z" -0.0569649444286944
"SITTING" 21 "time.BodyGyroJerk.mean.Z" -0.0533861046416422
"SITTING" 22 "time.BodyGyroJerk.mean.Z" -0.0543623901222222
"STANDING" 18 "time.BodyGyroJerk.mean.Z" -0.0571652014122156
"STANDING" 20 "time.BodyGyroJerk.mean.Z" -0.0556613228575758
"STANDING" 22 "time.BodyGyroJerk.mean.Z" -0.0644152729899187
"STANDING" 23 "time.BodyGyroJerk.mean.Z" -0.0621959093526344
"STANDING" 25 "time.BodyGyroJerk.mean.Z" -0.0555782223647433
"STANDING" 26 "time.BodyGyroJerk.mean.Z" -0.0558282743354031
"STANDING" 27 "time.BodyGyroJerk.mean.Z" -0.0530710005410256
"WALKING" 1 "time.BodyGyroJerk.mean.Z" -0.0471393985477522
"WALKING" 2 "time.BodyGyroJerk.mean.Z" -0.0557541828188742
"WALKING" 3 "time.BodyGyroJerk.mean.Z" -0.0521178264170088
"WALKING" 4 "time.BodyGyroJerk.mean.Z" -0.060866534304433
"WALKING" 5 "time.BodyGyroJerk.mean.Z" -0.0506258160122517
"WALKING" 6 "time.BodyGyroJerk.mean.Z" -0.0571513411507627
"WALKING_DOWNSTAIRS" 10 "time.BodyGyroJerk.mean.Z" -0.0554261378425641
"WALKING_DOWNSTAIRS" 12 "time.BodyGyroJerk.mean.Z" -0.0617431983833333
"WALKING_DOWNSTAIRS" 14 "time.BodyGyroJerk.mean.Z" -0.0418610459717213
"WALKING_DOWNSTAIRS" 15 "time.BodyGyroJerk.mean.Z" -0.0555645456881098
"WALKING_DOWNSTAIRS" 16 "time.BodyGyroJerk.mean.Z" -0.0539470410873497
"WALKING_DOWNSTAIRS" 17 "time.BodyGyroJerk.mean.Z" -0.0537865145708333
"WALKING_UPSTAIRS" 4 "time.BodyGyroJerk.mean.Z" -0.0529863681443902
"WALKING_UPSTAIRS" 6 "time.BodyGyroJerk.mean.Z" -0.0433103259283146
"WALKING_UPSTAIRS" 7 "time.BodyGyroJerk.mean.Z" -0.0610307928148701
"WALKING_UPSTAIRS" 8 "time.BodyGyroJerk.mean.Z" -0.0582887148366548
"WALKING_UPSTAIRS" 9 "time.BodyGyroJerk.mean.Z" -0.053402884281875
"WALKING_UPSTAIRS" 10 "time.BodyGyroJerk.mean.Z" -0.0560434883966667
"WALKING_UPSTAIRS" 11 "time.BodyGyroJerk.mean.Z" -0.0480140167267405
"WALKING_UPSTAIRS" 14 "time.BodyGyroJerk.mean.Z" -0.054978679931519
"LAYING" 20 "time.BodyGyroJerk.std.X" -0.653186069490385
"LAYING" 24 "time.BodyGyroJerk.std.X" -0.764490030609974
"LAYING" 27 "time.BodyGyroJerk.std.X" -0.776155496711409
"LAYING" 28 "time.BodyGyroJerk.std.X" -0.720515676293194
"LAYING" 29 "time.BodyGyroJerk.std.X" -0.736117664139535
"LAYING" 30 "time.BodyGyroJerk.std.X" -0.780636429556136
"SITTING" 12 "time.BodyGyroJerk.std.X" -0.623189590291045
"SITTING" 13 "time.BodyGyroJerk.std.X" -0.715772980189602
"SITTING" 17 "time.BodyGyroJerk.std.X" -0.75779255871875
"SITTING" 18 "time.BodyGyroJerk.std.X" -0.976198165666667
"SITTING" 19 "time.BodyGyroJerk.std.X" -0.618836206634444
"SITTING" 21 "time.BodyGyroJerk.std.X" -0.792483156720588
"SITTING" 22 "time.BodyGyroJerk.std.X" -0.760885591313131
"STANDING" 18 "time.BodyGyroJerk.std.X" -0.830920002934132
"STANDING" 20 "time.BodyGyroJerk.std.X" -0.733941115257576
"STANDING" 22 "time.BodyGyroJerk.std.X" -0.625212511333333
"STANDING" 23 "time.BodyGyroJerk.std.X" -0.728692138333333
"STANDING" 25 "time.BodyGyroJerk.std.X" -0.768682473178484
"STANDING" 26 "time.BodyGyroJerk.std.X" -0.732321370690816
"STANDING" 27 "time.BodyGyroJerk.std.X" -0.992694551282051
"WALKING" 1 "time.BodyGyroJerk.std.X" -0.637812687210375
"WALKING" 2 "time.BodyGyroJerk.std.X" -0.671679103311258
"WALKING" 3 "time.BodyGyroJerk.std.X" -0.689328428607038
"WALKING" 4 "time.BodyGyroJerk.std.X" -0.778479585721649
"WALKING" 5 "time.BodyGyroJerk.std.X" -0.662581310334437
"WALKING" 6 "time.BodyGyroJerk.std.X" -0.739023005
"WALKING_DOWNSTAIRS" 10 "time.BodyGyroJerk.std.X" -0.632669178589744
"WALKING_DOWNSTAIRS" 12 "time.BodyGyroJerk.std.X" -0.772069692150538
"WALKING_DOWNSTAIRS" 14 "time.BodyGyroJerk.std.X" -0.723150613606557
"WALKING_DOWNSTAIRS" 15 "time.BodyGyroJerk.std.X" -0.731382711036585
"WALKING_DOWNSTAIRS" 16 "time.BodyGyroJerk.std.X" -0.858298719153005
"WALKING_DOWNSTAIRS" 17 "time.BodyGyroJerk.std.X" -0.992357467708333
"WALKING_UPSTAIRS" 4 "time.BodyGyroJerk.std.X" -0.637528066829268
"WALKING_UPSTAIRS" 6 "time.BodyGyroJerk.std.X" -0.0342001184382022
"WALKING_UPSTAIRS" 7 "time.BodyGyroJerk.std.X" -0.701731200484416
"WALKING_UPSTAIRS" 8 "time.BodyGyroJerk.std.X" -0.674984452240214
"WALKING_UPSTAIRS" 9 "time.BodyGyroJerk.std.X" -0.7617108665625
"WALKING_UPSTAIRS" 10 "time.BodyGyroJerk.std.X" -0.978483352166667
"WALKING_UPSTAIRS" 11 "time.BodyGyroJerk.std.X" -0.781738140601266
"WALKING_UPSTAIRS" 14 "time.BodyGyroJerk.std.X" -0.981309872025316
"LAYING" 20 "time.BodyGyroJerk.std.Y" -0.643573137512821
"LAYING" 24 "time.BodyGyroJerk.std.Y" -0.792718702440945
"LAYING" 27 "time.BodyGyroJerk.std.Y" -0.796468156174497
"LAYING" 28 "time.BodyGyroJerk.std.Y" -0.825038783246073
"LAYING" 29 "time.BodyGyroJerk.std.Y" -0.853639613139535
"LAYING" 30 "time.BodyGyroJerk.std.Y" -0.79894807305483
"SITTING" 12 "time.BodyGyroJerk.std.Y" -0.786312781716418
"SITTING" 13 "time.BodyGyroJerk.std.Y" -0.718988591831804
"SITTING" 17 "time.BodyGyroJerk.std.Y" -0.80093311453125
"SITTING" 18 "time.BodyGyroJerk.std.Y" -0.991806091
"SITTING" 19 "time.BodyGyroJerk.std.Y" -0.725991380623889
"SITTING" 21 "time.BodyGyroJerk.std.Y" -0.815859336004902
"SITTING" 22 "time.BodyGyroJerk.std.Y" -0.898549452979798
"STANDING" 18 "time.BodyGyroJerk.std.Y" -0.874371824640719
"STANDING" 20 "time.BodyGyroJerk.std.Y" -0.716353299126263
"STANDING" 22 "time.BodyGyroJerk.std.Y" -0.797747537235772
"STANDING" 23 "time.BodyGyroJerk.std.Y" -0.546043593651882
"STANDING" 25 "time.BodyGyroJerk.std.Y" -0.902628080757946
"STANDING" 26 "time.BodyGyroJerk.std.Y" -0.836112175331633
"STANDING" 27 "time.BodyGyroJerk.std.Y" -0.993396012564103
"WALKING" 1 "time.BodyGyroJerk.std.Y" -0.634472244550432
"WALKING" 2 "time.BodyGyroJerk.std.Y" -0.783595466728477
"WALKING" 3 "time.BodyGyroJerk.std.Y" -0.842659862111437
"WALKING" 4 "time.BodyGyroJerk.std.Y" -0.911436316752577
"WALKING" 5 "time.BodyGyroJerk.std.Y" -0.774114270364238
"WALKING" 6 "time.BodyGyroJerk.std.Y" -0.82004406309322
"WALKING_DOWNSTAIRS" 10 "time.BodyGyroJerk.std.Y" -0.713441119059829
"WALKING_DOWNSTAIRS" 12 "time.BodyGyroJerk.std.Y" -0.829185586182796
"WALKING_DOWNSTAIRS" 14 "time.BodyGyroJerk.std.Y" -0.60583333504918
"WALKING_DOWNSTAIRS" 15 "time.BodyGyroJerk.std.Y" -0.853956592073171
"WALKING_DOWNSTAIRS" 16 "time.BodyGyroJerk.std.Y" -0.86957312057377
"WALKING_DOWNSTAIRS" 17 "time.BodyGyroJerk.std.Y" -0.993025651041667
"WALKING_UPSTAIRS" 4 "time.BodyGyroJerk.std.Y" -0.888412003333333
"WALKING_UPSTAIRS" 6 "time.BodyGyroJerk.std.Y" -0.300014548011236
"WALKING_UPSTAIRS" 7 "time.BodyGyroJerk.std.Y" -0.674920114957468
"WALKING_UPSTAIRS" 8 "time.BodyGyroJerk.std.Y" -0.683086930288968
"WALKING_UPSTAIRS" 9 "time.BodyGyroJerk.std.Y" -0.773273878854167
"WALKING_UPSTAIRS" 10 "time.BodyGyroJerk.std.Y" -0.983924353
"WALKING_UPSTAIRS" 11 "time.BodyGyroJerk.std.Y" -0.868377254082279
"WALKING_UPSTAIRS" 14 "time.BodyGyroJerk.std.Y" -0.982321302658228
"LAYING" 20 "time.BodyGyroJerk.std.Z" -0.536900063648718
"LAYING" 24 "time.BodyGyroJerk.std.Z" -0.796816516614173
"LAYING" 27 "time.BodyGyroJerk.std.Z" -0.727982409261745
"LAYING" 28 "time.BodyGyroJerk.std.Z" -0.769755981125654
"LAYING" 29 "time.BodyGyroJerk.std.Z" -0.770221314302326
"LAYING" 30 "time.BodyGyroJerk.std.Z" -0.76322854691906
"SITTING" 12 "time.BodyGyroJerk.std.Z" -0.71311417830597
"SITTING" 13 "time.BodyGyroJerk.std.Z" -0.712716428498471
"SITTING" 17 "time.BodyGyroJerk.std.Z" -0.7804575046875
"SITTING" 18 "time.BodyGyroJerk.std.Z" -0.982765702666667
"SITTING" 19 "time.BodyGyroJerk.std.Z" -0.686684583831583
"SITTING" 21 "time.BodyGyroJerk.std.Z" -0.812017312181373
"SITTING" 22 "time.BodyGyroJerk.std.Z" -0.790942774393939
"STANDING" 18 "time.BodyGyroJerk.std.Z" -0.825666964760479
"STANDING" 20 "time.BodyGyroJerk.std.Z" -0.715358641818182
"STANDING" 22 "time.BodyGyroJerk.std.Z" -0.663925946674797
"STANDING" 23 "time.BodyGyroJerk.std.Z" -0.740518145887097
"STANDING" 25 "time.BodyGyroJerk.std.Z" -0.831848667286064
"STANDING" 26 "time.BodyGyroJerk.std.Z" -0.773101524821429
"STANDING" 27 "time.BodyGyroJerk.std.Z" -0.992933121025641
"WALKING" 1 "time.BodyGyroJerk.std.Z" -0.664591977786455
